Timestamp,What is your age?,What is your gender?,Highest Level of Education Completed,Employment Type,How many hours do you work in an average week?,Number of years in current industry,"What is your expected personal income (pre-tax, in USD) this year?",Marital Status,Family Status
8/25/2009 8:50:22,28,Male,High School,Large Business,40,10,80000,Single,0
8/25/2009 8:50:33,26,Male,Pre-High School,Self Employed,60,8,120000,Single,0
8/25/2009 8:50:42,24,Male,Bachelors,Large Business,37.5,2,58000,Married/Partner,0
8/25/2009 8:50:45,27,Male,Bachelors,Large Business,40,6,75000,Married/Partner,0
8/25/2009 8:50:46,25,Male,Some College,Small Business,50,2,9000,Single,0
8/25/2009 8:51:08,22,Male,Some College,Student,30,4,1500,Single,0
8/25/2009 8:51:12,27,Male,Bachelors,Large Business,40,5,80000,Single,0
8/25/2009 8:51:17,34,Male,Masters/MBA,Small Business,40,11,250000,Married/Partner,0
8/25/2009 8:52:06,27,Male,Bachelors,Large Business,38,12,0,Married/Partner,0
8/25/2009 8:52:15,29,Male,Bachelors,Small Business,50,7,80000,Single,0
8/25/2009 8:52:43,32,Male,Bachelors,Self Employed,45,13,100000,Married/Partner,2
8/25/2009 8:52:47,29,Male,Bachelors,Small Business,45,6,40000,Married/Partner,2
8/25/2009 8:52:49,21,Male,Some College,Self Employed,30,1,0,Single,0
8/25/2009 8:52:57,38,Male,Masters/MBA,Small Business,50,6,58000,Married/Partner,2
8/25/2009 8:53:07,29,Male,Bachelors,Self Employed,30,7,130000,Single,0
8/25/2009 8:53:11,34,Male,Bachelors,Small Business,43,2,125000,Married/Partner,2
8/25/2009 8:53:56,29,Male,High School,Government,40,8,70000,Single,0
8/25/2009 8:54:03,24,Male,Bachelors,Corporation,40,1,58000,Single,0
8/25/2009 8:54:08,25,Male,Bachelors,Large Business,40,5,60000,Married/Partner,0
8/25/2009 8:54:13,24,Male,Bachelors,Small Business,45,4,52000,Single,0
8/25/2009 8:54:24,30,Male,Bachelors,Self Employed,60,10,102000,Single,1
8/25/2009 8:54:30,43,Male,Bachelors,Small Business,40,17,140000,Married/Partner,0
8/25/2009 8:54:32,24,Male,Bachelors,Small Business,40,5,60000,Married/Partner,3
8/25/2009 8:54:47,26,Male,Bachelors,Self Employed,45,4,50000,Single,0
8/25/2009 8:54:53,32,Male,Bachelors,Self Employed,54,10,150000,Married/Partner,1
8/25/2009 8:55:01,27,Male,Bachelors,Small Business,21,3,45000,Single,0
8/25/2009 8:55:12,20,Male,Some College,Student,30,2,0,Single,0
8/25/2009 8:55:23,39,Male,Masters/MBA,Self Employed,10,8,60000,Married/Partner,1
8/25/2009 8:55:26,25,Male,Bachelors,Corporation,50,4,9000,Single,0
8/25/2009 8:55:42,22,Male,Bachelors,Self Employed,90,8,1000,Single,0
8/25/2009 8:55:47,30,Male,Bachelors,Small Business,40,9,60000,Single,0
8/25/2009 8:55:52,24,Male,Associates,Small Business,24,1,12000,Single,0
8/25/2009 8:55:55,29,Male,Some College,Corporation,40,5,85000,Single,0
8/25/2009 8:56:03,28,Male,Bachelors,Self Employed,55,10,90000,Married/Partner,0
8/25/2009 8:56:05,24,Male,Bachelors,Large Business,60,5,50000,Married/Partner,0
8/25/2009 8:56:20,26,Male,Bachelors,Small Business,50,3,85000,Single,0
8/25/2009 8:56:23,21,Male,Pre-High School,Self Employed,60,5,25000,Single,0
8/25/2009 8:56:24,27,Male,Some College,Large Business,40,5,104000,Divorced/Seperated,0
8/25/2009 8:56:51,21,Male,Some College,Student,20,2,10000,Single,0
8/25/2009 8:56:59,45,Male,Bachelors,Unemployed,60,23,300000,Married/Partner,2
8/25/2009 8:57:04,55,Male,Bachelors,Corporation,50,30,200000,Married/Partner,2
8/25/2009 8:57:26,27,Male,Bachelors,Government,40,5,70000,Married/Partner,2
8/25/2009 8:57:40,24,Male,Some College,Corporation,45,3,60000,Single,0
8/25/2009 8:57:42,27,Male,Bachelors,Unemployed,60,1,30000,Married/Partner,0
8/25/2009 8:57:46,24,Male,Bachelors,Student,75,7,-1,Single,0
8/25/2009 8:57:54,28,Male,Bachelors,Self Employed,50,8,150000,Married/Partner,1
8/25/2009 8:57:55,35,Male,Masters/MBA,Self Employed,4,15,0,Single,2
8/25/2009 8:58:27,21,Male,Bachelors,Large Business,40,5,95000,Single,0
8/25/2009 8:58:38,34,Male,High School,Corporation,50,4,60000,Married/Partner,1
8/25/2009 8:58:47,28,Male,Masters/MBA,Self Employed,40,10,30000,Married/Partner,1
8/25/2009 8:59:39,25,Male,Bachelors,Student,35,5,18000,Single,0
8/25/2009 8:59:46,7,Male,Pre-High School,Self Employed,65,2,1345000,Single,0
8/25/2009 8:59:47,27,Male,Associates,Corporation,50,14,110000,Single,0
8/25/2009 9:00:12,19,Male,Some College,Student,30,2,11000,Single,0
8/25/2009 9:00:17,33,Male,Masters/MBA,Corporation,47,10,300000,Married/Partner,0
8/25/2009 9:00:27,25,Male,Bachelors,Large Business,40,3,60000,Single,0
8/25/2009 9:00:42,33,Male,Bachelors,Student,40,3,5450,Single,0
8/25/2009 9:00:50,16,Male,Pre-High School,Student,0,0,0,Single,0
8/25/2009 9:00:52,27,Male,Masters/MBA,Large Business,30,1,80000,Single,0
8/25/2009 9:00:56,39,Male,Some College,Large Business,35,20,66000,Single,0
8/25/2009 9:01:33,22,Male,Bachelors,Small Business,44,1,30000,Single,0
8/25/2009 9:01:40,28,Male,Bachelors,Corporation,40,7,24000,Single,0
8/25/2009 9:02:11,29,Male,Bachelors,Small Business,40,12,60000,Married/Partner,0
8/25/2009 9:02:12,32,Male,Bachelors,Large Business,45,10,95000,Married/Partner,1
8/25/2009 9:02:20,30,Male,Bachelors,Small Business,40,4,40000,Married/Partner,0
8/25/2009 9:02:23,29,Male,Bachelors,Large Business,40,4,42000,Married/Partner,3
8/25/2009 9:02:24,26,Male,Bachelors,Corporation,40,4,90000,Married/Partner,0
8/25/2009 9:02:29,28,Male,Bachelors,Large Business,40,10,100000,Married/Partner,2
8/25/2009 9:02:35,36,Male,Masters/MBA,Small Business,45,11,140000,Married/Partner,2
8/25/2009 9:02:44,44,Male,Ph.D/DDS/MD,Self Employed,40,28,350000,Married/Partner,0
8/25/2009 9:02:46,22,Male,Bachelors,Self Employed,40,6,10000,Married/Partner,0
8/25/2009 9:02:52,26,Male,Masters/MBA,Small Business,45,4,60000,Single,0
8/25/2009 9:02:58,25,Male,Some College,Small Business,50,3,55000,Single,0
8/25/2009 9:02:58,34,Male,Masters/MBA,Small Business,25,10,150000,Single,0
8/25/2009 9:03:22,20,Male,Some College,Student,50,2,7000,Single,0
8/25/2009 9:03:27,30,Male,Associates,Self Employed,60,10,200000,Married/Partner,1
8/25/2009 9:03:30,22,Male,Bachelors,Student,40,5,16000,Single,0
8/25/2009 9:03:31,23,Male,Bachelors,Corporation,70,3,35000,Single,0
8/25/2009 9:03:40,37,Male,Bachelors,Self Employed,60,12,100000,Married/Partner,0
8/25/2009 9:03:42,27,Male,Bachelors,Small Business,45,5,85000,Married/Partner,0
8/25/2009 9:03:48,34,Male,Some College,Corporation,50,15,100000,Married/Partner,2
8/25/2009 9:03:51,26,Male,Bachelors,Small Business,35,4,72000,Married/Partner,0
8/25/2009 9:03:54,26,Male,Bachelors,Small Business,50,4,80000,Single,0
8/25/2009 9:03:55,25,Male,Bachelors,Student,0,0,0,Single,0
8/25/2009 9:04:02,27,Male,Bachelors,Corporation,40,6,95000,Married/Partner,5
8/25/2009 9:04:14,22,Male,Masters/MBA,Student,50,4,40000,Single,0
8/25/2009 9:04:25,33,Male,Bachelors,Small Business,42,15,85000,Married/Partner,0
8/25/2009 9:04:36,40,Male,Bachelors,Self Employed,38,10,0,Married/Partner,2
8/25/2009 9:04:37,29,Male,Bachelors,Small Business,40,2,43000,Single,0
8/25/2009 9:05:24,27,Male,Bachelors,Small Business,35,5,55000,Single,0
8/25/2009 9:05:25,64,Male,Some College,Small Business,60,6,90000,Single,0
8/25/2009 9:05:33,26,Male,Bachelors,Government,37,3,42500,Single,0
8/25/2009 9:05:40,28,Male,Bachelors,Large Business,42,1,80000,Single,0
8/25/2009 9:06:02,22,Male,Bachelors,Small Business,40,1,40000,Single,0
8/25/2009 9:06:04,30,Male,Masters/MBA,Government,40,1,50000,Single,0
8/25/2009 9:06:28,22,Male,Masters/MBA,Small Business,25,2,6000,Single,0
8/25/2009 9:06:34,26,Male,Some College,Government,50,10,49000,Married/Partner,0
8/25/2009 9:06:41,31,Female,Bachelors,Corporation,45,3,60000,Single,0
8/25/2009 9:06:59,27,Male,Bachelors,Corporation,45,4,70000,Married/Partner,0
8/25/2009 9:07:06,30,Male,Some College,Self Employed,50,10,40000,Single,0
8/25/2009 9:07:26,20,Male,Some College,Unemployed,0,0,12000,Single,0
8/25/2009 9:07:30,27,Male,Bachelors,Small Business,40,3,45000,Married/Partner,2
8/25/2009 9:07:36,29,Male,Bachelors,Small Business,60,7,95000,Single,0
8/25/2009 9:07:51,27,Male,Bachelors,Small Business,60,5,85000,Single,0
8/25/2009 9:07:55,22,Male,Bachelors,Student,30,1,6000,Single,0
8/25/2009 9:08:11,24,Male,Bachelors,Self Employed,40,3,70000,Single,0
8/25/2009 9:08:20,23,Male,Masters/MBA,Government,40,2,70000,Single,0
8/25/2009 9:08:27,30,Male,Bachelors,Government,38,10,53000,Married/Partner,0
8/25/2009 9:08:34,33,Male,Some College,Self Employed,50,12,75000,Single,0
8/25/2009 9:09:01,22,Male,Some College,Small Business,30,2,10000,Single,0
8/25/2009 9:09:20,21,Male,High School,Student,48,1,300,Single,0
8/25/2009 9:09:21,25,Male,Masters/MBA,Corporation,30,3,40000,Married/Partner,0
8/25/2009 9:09:33,28,Male,Bachelors,Small Business,40,8,119000,Married/Partner,0
8/25/2009 9:09:38,39,Male,Ph.D/DDS/MD,Small Business,60,10,270000,Married/Partner,1
8/25/2009 9:09:46,28,Male,Bachelors,Large Business,20,5,75000,Single,0
8/25/2009 9:09:56,23,Male,Bachelors,Student,25,10,10000,Single,0
8/25/2009 9:09:57,22,Male,Some College,Self Employed,40,4,10000,Single,0
8/25/2009 9:10:27,31,Male,Masters/MBA,Large Business,40,4,73500,Married/Partner,1
8/25/2009 9:10:41,32,Male,Some College,Corporation,50,7,90000,Married/Partner,2
8/25/2009 9:11:02,34,Male,Masters/MBA,Self Employed,70,11,0,Single,0
8/25/2009 9:11:10,44,Male,Bachelors,Corporation,40,19,95000,Married/Partner,0
8/25/2009 9:11:11,46,Male,Bachelors,Self Employed,45,32,53000,Married/Partner,0
8/25/2009 9:11:29,20,Male,Bachelors,Small Business,47,1,70000,Single,0
8/25/2009 9:11:31,26,Male,Bachelors,Government,60,5,49900,Married/Partner,0
8/25/2009 9:11:59,22,Male,Some College,Large Business,70,3,48000,Single,0
8/25/2009 9:12:27,27,Male,Bachelors,Self Employed,45,1,55000,Married/Partner,0
8/25/2009 9:12:33,30,Male,Some College,Large Business,40,7,80000,Married/Partner,1
8/25/2009 9:12:42,27,Male,Masters/MBA,Self Employed,15,15,19000,Married/Partner,0
8/25/2009 9:12:42,28,Male,Bachelors,Small Business,44,3,83000,Married/Partner,1
8/25/2009 9:12:43,41,Male,Masters/MBA,Large Business,40,10,120000,Married/Partner,2
8/25/2009 9:12:54,47,Male,Masters/MBA,Corporation,45,24,150000,Married/Partner,3
8/25/2009 9:12:58,30,Male,Masters/MBA,Corporation,40,5,76000,Married/Partner,3
8/25/2009 9:13:07,26,Male,High School,Corporation,8,2,44154,Married/Partner,0
8/25/2009 9:13:09,24,Male,Some College,Self Employed,30,7,24000,Single,0
8/25/2009 9:13:25,37,Male,Bachelors,Small Business,50,10,99000,Married/Partner,6
8/25/2009 9:13:31,23,Male,Some College,Student,30,5,0,Single,0
8/25/2009 9:13:35,25,Male,Bachelors,Small Business,45,3,60000,Single,0
8/25/2009 9:13:36,29,Male,Bachelors,Small Business,50,9,75000,Married/Partner,0
8/25/2009 9:13:52,34,Male,Bachelors,Self Employed,50,12,120000,Married/Partner,3
8/25/2009 9:13:59,23,Male,Bachelors,Student,25,10,18000,Single,0
8/25/2009 9:14:02,37,Male,Bachelors,Self Employed,60,2,220000,Single,0
8/25/2009 9:14:19,21,Male,Some College,Self Employed,40,3,30000,Single,0
8/25/2009 9:14:36,37,Male,Bachelors,Large Business,60,10,100000,Married/Partner,3
8/25/2009 9:14:58,20,Male,Some College,Small Business,50,2,16000,Single,0
8/25/2009 9:15:05,23,Male,Some College,Small Business,48,5,50000,Single,0
8/25/2009 9:15:13,24,Male,Masters/MBA,Corporation,50,2,27000,Single,0
8/25/2009 9:15:38,22,Male,Bachelors,Small Business,50,2,40000,Single,0
8/25/2009 9:15:45,31,Male,Bachelors,Self Employed,35,10,98000,Married/Partner,1
8/25/2009 9:15:54,26,Male,Masters/MBA,Small Business,50,4,150000,Married/Partner,0
8/25/2009 9:15:54,21,Male,Pre-High School,Small Business,50,3,37000,Single,0
8/25/2009 9:16:00,25,Male,Bachelors,Student,40,3,0,Single,0
8/25/2009 9:16:09,28,Male,Some College,Small Business,45,6,60000,Single,0
8/25/2009 9:16:32,20,Male,High School,Large Business,50,2,45000,Single,0
8/25/2009 9:16:34,26,Male,Bachelors,Small Business,41,4,55000,Married/Partner,0
8/25/2009 9:16:36,31,Male,High School,Large Business,45,4,52000,Single,0
8/25/2009 9:16:41,34,Male,Bachelors,Corporation,55,12,125000,Married/Partner,2
8/25/2009 9:16:43,27,Male,Bachelors,Small Business,40,3,60000,Single,0
8/25/2009 9:16:55,23,Female,Bachelors,Student,60,3,20000,Married/Partner,0
8/25/2009 9:17:29,29,Male,Some College,Unemployed,0,0,0,Single,0
8/25/2009 9:18:17,26,Male,Some College,Corporation,40,13,50000,Single,0
8/25/2009 9:18:19,24,Male,Bachelors,Small Business,60,1,48000,Single,0
8/25/2009 9:18:29,16,Male,Pre-High School,Student,47,3,3000,Single,0
8/25/2009 9:18:36,28,Male,Bachelors,Small Business,40,5,109000,Married/Partner,0
8/25/2009 9:18:37,29,Male,Bachelors,Large Business,40,6,98 244,Married/Partner,1
8/25/2009 9:18:48,21,Male,Bachelors,Small Business,40,2,39260,Single,0
8/25/2009 9:18:51,26,Male,Bachelors,Unemployed,40,3,10000,Single,0
8/25/2009 9:18:57,31,Male,Bachelors,Self Employed,10,8,100000,Married/Partner,2
8/25/2009 9:19:20,34,Male,Bachelors,Self Employed,50,13,140000,Married/Partner,4
8/25/2009 9:19:42,29,Male,High School,Small Business,40,10,50000,Single,0
8/25/2009 9:19:43,20,Male,Some College,Student,20,0,15000,Single,0
8/25/2009 9:20:05,22,Male,Bachelors,Corporation,40,3,88000,Single,0
8/25/2009 9:20:13,25,Male,Masters/MBA,Small Business,36,1,10000,Single,0
8/25/2009 9:20:16,24,Male,Bachelors,Self Employed,45,4,70000,Single,0
8/25/2009 9:20:38,27,Male,Some College,Self Employed,30,4,40000,Married/Partner,0
8/25/2009 9:21:05,23,Male,Masters/MBA,Large Business,40,1,37000,Single,0
8/25/2009 9:21:17,30,Male,Some College,Self Employed,30,8,60000,Single,0
8/25/2009 9:21:41,25,Male,Bachelors,Large Business,40,3,60000,Single,0
8/25/2009 9:22:23,25,Male,Bachelors,Corporation,50,3,80000,Married/Partner,0
8/25/2009 9:22:28,32,Male,Some College,Small Business,40,12,105000,Married/Partner,2
8/25/2009 9:22:45,38,Male,Bachelors,Self Employed,40,10,90000,Married/Partner,1
8/25/2009 9:22:45,23,Male,Bachelors,Student,50,3,0,Married/Partner,0
8/25/2009 9:22:54,23,Male,Some College,Unemployed,30,2,10000,Single,0
8/25/2009 9:23:08,28,Male,Some College,Large Business,35,7,25500,Single,0
8/25/2009 9:23:08,33,Male,Ph.D/DDS/MD,Small Business,45,8,100000,Married/Partner,0
8/25/2009 9:23:10,24,Male,Associates,Small Business,40,1,35000,Single,0
8/25/2009 9:23:23,36,Male,Bachelors,Small Business,50,15,150000,Married/Partner,1
8/25/2009 9:23:30,27,Male,Bachelors,Student,40,2,26000,Single,0
8/25/2009 9:23:39,27,Male,Some College,Small Business,40,5,50000,Married/Partner,0
8/25/2009 9:23:56,21,Male,Some College,Student,25,2,0,Single,0
8/25/2009 9:24:26,28,Male,Masters/MBA,Large Business,45,6,120000,Married/Partner,0
8/25/2009 9:24:33,23,Male,Bachelors,Small Business,45,1,105000,Single,0
8/25/2009 9:24:33,27,Male,Some College,Government,30,3,42000,Married/Partner,0
8/25/2009 9:24:55,42,Male,Bachelors,Unemployed,0,14,40000,Married/Partner,0
8/25/2009 9:25:05,27,Male,Bachelors,Small Business,43,5,85000,Married/Partner,0
8/25/2009 9:25:10,27,Male,Bachelors,Small Business,26,5,60000,Single,0
8/25/2009 9:25:13,23,Male,Masters/MBA,Small Business,60,2,10000,Single,0
8/25/2009 9:25:33,22,Male,Bachelors,Large Business,48,1,5000,Single,0
8/25/2009 9:25:56,28,Male,Bachelors,Small Business,45,3,3500,Single,0
8/25/2009 9:26:08,32,Male,Masters/MBA,Small Business,50,13,50000,Married/Partner,0
8/25/2009 9:26:12,30,Male,Masters/MBA,Self Employed,35,1,120000,Married/Partner,2
8/25/2009 9:26:14,33,Male,Bachelors,Small Business,70,10,100000,Single,0
8/25/2009 9:26:23,37,Male,Bachelors,Corporation,40,13,80000,Married/Partner,2
8/25/2009 9:26:29,27,Male,Bachelors,Small Business,45,2,49000,Married/Partner,0
8/25/2009 9:26:34,28,Male,Some College,Small Business,42.5,10,50000,Single,0
8/25/2009 9:26:35,28,Male,Some College,Small Business,42.5,10,50000,Single,0
8/25/2009 9:26:42,32,Male,Masters/MBA,Self Employed,50,9,55000,Single,0
8/25/2009 9:26:45,25,Male,Bachelors,Small Business,60,5,75000,Single,0
8/25/2009 9:26:51,26,Male,Some College,Small Business,37.5,8,40000,Single,0
8/25/2009 9:26:55,24,Male,Bachelors,Corporation,60,2,80000,Single,0
8/25/2009 9:26:57,28,Male,Masters/MBA,Self Employed,100,10,120000,Single,0
8/25/2009 9:27:27,35,Male,Masters/MBA,Large Business,40,12,125000,Married/Partner,0
8/25/2009 9:27:28,30,Male,Bachelors,Self Employed,80,6,90000,Single,0
8/25/2009 9:27:42,46,Male,Some College,Corporation,40,20,250000,Married/Partner,2
8/25/2009 9:27:58,26,Male,Bachelors,Small Business,45,4,52000,Single,0
8/25/2009 9:28:01,25,Male,Bachelors,Small Business,45,3,10000,Single,0
8/25/2009 9:28:10,22,Male,Some College,Small Business,35,1,16000,Single,0
8/25/2009 9:28:42,24,Male,Bachelors,Large Business,60,3,55000,Married/Partner,0
8/25/2009 9:28:47,24,Male,Masters/MBA,Small Business,60,1,105000,Single,0
8/25/2009 9:29:01,23,Male,Bachelors,Small Business,50,1,55000,Single,0
8/25/2009 9:29:02,26,Male,Bachelors,Small Business,40,6,80000,Single,0
8/25/2009 9:29:09,21,Male,Some College,Unemployed,15,1,10000,Single,0
8/25/2009 9:29:37,27,Male,Some College,Student,40,10,10000,Single,0
8/25/2009 9:29:38,22,Male,Some College,Student,20,1,10000,Married/Partner,0
8/25/2009 9:29:59,25,Male,Bachelors,Large Business,50,2,55000,Single,0
8/25/2009 9:30:09,36,Male,Some College,Large Business,40,4,90000,Single,0
8/25/2009 9:30:20,37,Male,Some College,Self Employed,50,20,153000,Married/Partner,5
8/25/2009 9:30:29,35,Male,Masters/MBA,Small Business,45,11,63000,Married/Partner,0
8/25/2009 9:30:31,25,Male,Bachelors,Self Employed,60,3,60000,Single,0
8/25/2009 9:30:55,26,Male,Bachelors,Self Employed,50,5,60000,Married/Partner,0
8/25/2009 9:31:23,26,Male,Bachelors,Self Employed,55,15,90000,Single,0
8/25/2009 9:31:27,31,Male,Ph.D/DDS/MD,Self Employed,25,5,15000,Married/Partner,0
8/25/2009 9:31:27,19,Male,Some College,Student,80,1,0,Single,0
8/25/2009 9:31:29,31,Male,Ph.D/DDS/MD,Government,30,5,40000,Divorced/Seperated,1
8/25/2009 9:31:41,22,Male,Some College,Self Employed,32,3,20000,Single,0
8/25/2009 9:31:57,28,Male,Masters/MBA,Large Business,40,8,160000,Married/Partner,0
8/25/2009 9:31:59,39,Male,Ph.D/DDS/MD,Corporation,40,7,85000,Married/Partner,2
8/25/2009 9:32:06,24,Male,Bachelors,Large Business,40,4,50000,Single,0
8/25/2009 9:32:12,22,Male,Some College,Small Business,50,3,40000,Single,0
8/25/2009 9:32:19,35,Male,Bachelors,Small Business,50,14,120000,Divorced/Seperated,3
8/25/2009 9:32:37,33,Male,Bachelors,Small Business,40,9,75000,Married/Partner,2
8/25/2009 9:32:38,38,Male,Bachelors,Small Business,40,15,75000,Married/Partner,2
8/25/2009 9:32:38,48,Male,Bachelors,Government,40,25,83000,Married/Partner,0
8/25/2009 9:32:45,23,Male,Bachelors,Self Employed,50,5,5000,Single,0
8/25/2009 9:32:54,25,Male,Bachelors,Self Employed,60,3,20000,Single,0
8/25/2009 9:32:59,30,Male,Ph.D/DDS/MD,Small Business,80,6,100000,Married/Partner,0
8/25/2009 9:33:07,35,Male,Bachelors,Small Business,50,13,160000,Married/Partner,1
8/25/2009 9:33:11,32,Male,Bachelors,Corporation,40,12,104000,Married/Partner,0
8/25/2009 9:33:28,29,Male,Bachelors,Small Business,45,4,140000,Married/Partner,1
8/25/2009 9:34:35,24,Male,Bachelors,Large Business,70,3,35000,Single,0
8/25/2009 9:34:36,26,Male,Some College,Small Business,50,2,51000,Married/Partner,0
8/25/2009 9:35:18,33,Female,Some College,Large Business,40,14,114000,Married/Partner,3
8/25/2009 9:35:33,36,Male,Bachelors,Self Employed,45,15,135000,Remarried,1
8/25/2009 9:35:33,22,Male,Bachelors,Self Employed,20,2,40000,Married/Partner,0
8/25/2009 9:35:41,26,Male,Bachelors,Corporation,48,4,98000000,Single,0
8/25/2009 9:35:41,23,Male,Bachelors,Self Employed,60,3,3000,Single,0
8/25/2009 9:35:58,25,Male,Bachelors,Self Employed,20,3,30000,Single,0
8/25/2009 9:36:24,28,Male,Some College,Self Employed,70,11,65000,Single,0
8/25/2009 9:36:26,27,Male,Bachelors,Small Business,50,3,40000,Married/Partner,0
8/25/2009 9:36:29,24,Male,Some College,Small Business,55,4,112000,Single,0
8/25/2009 9:36:34,30,Male,Masters/MBA,Large Business,80,22,101200,Single,0
8/25/2009 9:36:37,27,Male,Bachelors,Self Employed,60,3,45000,Married/Partner,0
8/25/2009 9:36:44,23,Male,Bachelors,Small Business,15,1,5000,Single,0
8/25/2009 9:37:13,17,Male,Pre-High School,Student,0,0,0,Single,0
8/25/2009 9:37:21,26,Male,Bachelors,Student,40,8,20000,Married/Partner,0
8/25/2009 9:37:26,26,Male,Bachelors,Small Business,45,7,70000,Single,0
8/25/2009 9:38:01,29,Male,Bachelors,Large Business,55,10,100000,Single,0
8/25/2009 9:38:03,26,Male,Bachelors,Small Business,45,4,135000,Married/Partner,0
8/25/2009 9:38:09,40,Male,Bachelors,Corporation,40,6,80000,Married/Partner,4
8/25/2009 9:38:20,31,Male,Bachelors,Small Business,45,8,85000,Married/Partner,0
8/25/2009 9:38:21,21,Male,Bachelors,Small Business,45,1,88000,Single,0
8/25/2009 9:38:28,25,Male,Masters/MBA,Small Business,50,5,250000,Single,0
8/25/2009 9:38:39,21,Male,Some College,Small Business,20,5,8000,Single,0
8/25/2009 9:38:50,29,Male,Masters/MBA,Large Business,40,4,70000,Single,0
8/25/2009 9:39:00,27,Male,Bachelors,Small Business,40,4,40000,Single,0
8/25/2009 9:39:02,22,Male,Bachelors,Student,10,0,0,Single,0
8/25/2009 9:39:08,27,Male,Bachelors,Small Business,80,5,50000,Single,0
8/25/2009 9:39:23,29,Male,Bachelors,Small Business,55,5,60000,Single,0
8/25/2009 9:39:35,27,Male,Masters/MBA,Small Business,45,6,100000,Single,0
8/25/2009 9:39:35,23,Male,Bachelors,Large Business,40,3,24000,Married/Partner,0
8/25/2009 9:39:44,24,Male,Bachelors,Small Business,35,5,42000,Married/Partner,0
8/25/2009 9:39:54,30,Male,Bachelors,Small Business,50,8,90000,Married/Partner,0
8/25/2009 9:40:08,23,Male,Some College,Self Employed,60,1,10000,Single,0
8/25/2009 9:40:50,23,Male,Bachelors,Small Business,45,2,63000,Single,0
8/25/2009 9:40:54,23,Male,Bachelors,Small Business,40,3,60000,Single,0
8/25/2009 9:40:58,27,Male,Masters/MBA,Self Employed,60,10,100000,Single,0
8/25/2009 9:41:00,23,Male,Bachelors,Small Business,50,1,67000,Married/Partner,0
8/25/2009 9:41:03,27,Male,Bachelors,Small Business,35,7,60000,Married/Partner,0
8/25/2009 9:41:07,55,Male,Bachelors,Corporation,45,30,145000,Married/Partner,2
8/25/2009 9:41:14,37,Male,Some College,Corporation,40,2,35000,Married/Partner,2
8/25/2009 9:41:17,25,Male,Bachelors,Self Employed,55,4,30000,Single,0
8/25/2009 9:41:29,28,Male,Bachelors,Corporation,40,1,130000,Married/Partner,0
8/25/2009 9:41:40,27,Male,Masters/MBA,Self Employed,60,7,70000,Married/Partner,0
8/25/2009 9:42:24,33,Male,Bachelors,Small Business,40,11,120000,Single,0
8/25/2009 9:42:45,25,Male,Masters/MBA,Small Business,40,1,31000,Married/Partner,0
8/25/2009 9:42:55,20,Male,Some College,Student,40,1,5000,Single,0
8/25/2009 9:43:24,31,Male,Some College,Large Business,50,14,120000,Married/Partner,1
8/25/2009 9:43:24,24,Male,Some College,Small Business,55,7,26000,Single,0
8/25/2009 9:43:26,29,Male,Bachelors,Small Business,55,10,110000,Married/Partner,2
8/25/2009 9:44:14,24,Male,Some College,Large Business,50,5,95000,Single,0
8/25/2009 9:44:32,29,Male,Bachelors,Small Business,50,6,90000,Single,0
8/25/2009 9:45:02,30,Male,Bachelors,Corporation,40,6,65000,Single,0
8/25/2009 9:45:09,25,Male,Bachelors,Corporation,60,2,105000,Single,0
8/25/2009 9:45:32,27,Male,High School,Self Employed,60,11,70000,Married/Partner,0
8/25/2009 9:45:46,30,Male,Masters/MBA,Small Business,40,8,100000,Married/Partner,0
8/25/2009 9:45:53,26,Male,Bachelors,Small Business,45,4,65000,Single,0
8/25/2009 9:46:34,34,Male,Masters/MBA,Small Business,55,10,164000,Married/Partner,1
8/25/2009 9:46:54,21,Male,Bachelors,Large Business,40,2,68000,Single,0
8/25/2009 9:46:55,32,Male,High School,Large Business,50,12,60000,Married/Partner,0
8/25/2009 9:47:01,25,Male,Bachelors,Student,80,4,10000,Single,0
8/25/2009 9:47:08,26,Male,Bachelors,Small Business,40,2,25000,Single,0
8/25/2009 9:47:16,29,Male,Bachelors,Small Business,70,10,275000,Single,0
8/25/2009 9:48:18,30,Male,Bachelors,Small Business,50,3,72000,Married/Partner,1
8/25/2009 9:48:39,28,Male,Bachelors,Small Business,60,11,80000,Single,0
8/25/2009 9:48:40,34,Male,Masters/MBA,Small Business,60,12,150000,Married/Partner,2
8/25/2009 9:48:47,22,Male,Bachelors,Corporation,80,1,80000,Single,0
8/25/2009 9:49:19,31,Male,Bachelors,Self Employed,40,12,60000,Single,0
8/25/2009 9:49:24,36,Male,Bachelors,Small Business,45,10,90000,Single,0
8/25/2009 9:49:46,24,Male,Some College,Large Business,35,6,50000,Single,0
8/25/2009 9:50:08,25,Male,Bachelors,Large Business,40,2,56000,Married/Partner,0
8/25/2009 9:50:35,23,Male,Bachelors,Corporation,45,1,72000,Single,0
8/25/2009 9:50:38,33,Male,Bachelors,Small Business,35,10,70000,Single,0
8/25/2009 9:50:42,26,Male,Associates,Small Business,40,5,57000,Single,0
8/25/2009 9:51:02,23,Male,Bachelors,Small Business,40,2,62000,Single,0
8/25/2009 9:51:05,25,Male,Masters/MBA,Large Business,60,3,120000,Single,0
8/25/2009 9:51:07,29,Male,Some College,Small Business,40,11,55000,Single,0
8/25/2009 9:51:21,23,Male,Masters/MBA,Small Business,55,1,81000,Single,0
